epoch,English,Chinese,Multilingual
4.27,,,0.9755248427391052
4.28,,4.301101207733154,
4.3,,,2.7593085765838623
4.32,,0.529867947101593,
4.33,,,1.3712713718414307
4.36,4.7131733894348145,6.315600872039795,1.4612746238708496
4.39,,,1.2220032215118408
4.4,,3.309612512588501,
4.42,,,1.0241087675094604
4.44,,2.5452663898468018,1.8599214553833008
4.46,5.057592391967773,,
4.47,,,2.2146077156066895
4.48,,15.767884254455566,
4.5,,,1.5099151134490967
4.52,,0.7452813982963562,
4.53,,,2.933816909790039
4.55,4.043689250946045,,
4.56,,6.961538314819336,1.257966160774231
4.59,,,1.839764952659607
4.6,,10.929811477661133,
4.62,,,2.5987563133239746
4.64,,15.909411430358887,2.3320674896240234
4.65,9.687661170959473,,
4.67,,,1.1361355781555176
4.68,,1.6777135133743286,
4.7,,,1.5713051557540894
4.72,,1.0513324737548828,
4.73,,,1.324658751487732
4.75,2.8861989974975586,,
4.76,,18.32417869567871,1.937508225440979
4.79,,,1.7655552625656128
4.8,,8.8574857711792,
4.81,,,1.5535622835159302
4.84,,0.9458321928977966,3.0297348499298096
4.85,4.810609817504883,,
4.87,,,1.8203003406524658
4.88,,4.797694206237793,
4.9,,,2.9746012687683105
4.92,,25.829057693481445,
4.93,,,1.4579277038574219
4.95,3.31752610206604,,
4.96,,14.235886573791504,1.2549866437911987
4.99,,,4.506625175476074
5.0,,1.2806916236877441,
5.01,,,1.8928275108337402
5.04,,12.615822792053223,1.404348611831665
5.05,5.474125385284424,,
5.07,,,1.0075894594192505
5.08,,0.6375146508216858,
5.1,,,1.768372893333435
5.12,,2.1753923892974854,
5.13,,,0.6250360012054443
5.15,2.447835922241211,,
5.16,,0.05910925194621086,1.6360853910446167
5.19,,,1.9742134809494019
5.2,,0.1272815614938736,
5.21,,,2.1020541191101074
5.24,,0.22006341814994812,0.9138237833976746
5.25,2.911871910095215,,
5.27,,,0.621894121170044
5.28,,0.08112841099500656,
5.3,,,2.0723533630371094
5.32,,0.6327840685844421,
5.33,,,1.167237401008606
5.35,3.504218101501465,,
5.36,,0.06849022209644318,0.8952242732048035
5.38,,,0.9956175684928894
5.4,,3.536428451538086,
5.41,,,0.8073059320449829
5.44,,1.9487767219543457,0.75453782081604
5.45,12.405364036560059,,
5.47,,,0.7728309035301208
5.48,,4.628629207611084,
5.5,,,0.43245092034339905
5.52,,0.048301562666893005,
5.53,,,0.9294496178627014
5.54,6.072839260101318,,
5.56,,0.09839692711830139,1.238930344581604
5.58,,,0.43943068385124207
5.6,,0.08140380680561066,
5.61,,,0.891920268535614
5.64,4.546403408050537,4.208852291107178,0.49488237500190735
5.67,,,0.5372886657714844
5.68,,1.9717438220977783,
5.7,,,1.0758447647094727
5.72,,53.89684295654297,
5.73,,,1.720432162284851
5.74,5.808603286743164,,
5.75,,,1.8054088354110718
5.76,,7.647730350494385,
5.78,,,0.6832011342048645
5.8,,0.11862124502658844,
5.81,,,1.0930137634277344
5.84,8.578899383544922,0.04968520998954773,4.199833393096924
5.87,,,1.154900074005127
5.88,,0.06564343720674515,
5.9,,,1.7103177309036255
5.92,,0.09133546054363251,
5.93,,,2.4203178882598877
5.94,6.590227127075195,,
5.95,,,2.573793888092041
5.96,,0.038453735411167145,
5.98,,,1.9902172088623047
6.0,,3.1564860343933105,
6.01,,,0.8360555171966553
6.04,2.3028512001037598,40.66693878173828,1.7095060348510742
6.07,,,0.9875100255012512
6.08,,0.09494118392467499,
6.1,,,0.9805341958999634
6.12,,0.026918433606624603,
6.13,,,0.7889572978019714
6.14,4.92948579788208,,
6.15,,,0.6015491485595703
6.16,,0.07815256714820862,
6.18,,,1.4138678312301636
6.2,,47.085994720458984,
6.21,,,0.6952148675918579
6.24,5.9889302253723145,12.580402374267578,0.8147286772727966
6.27,,,0.7531402111053467
6.28,,0.7520536184310913,
6.3,,,0.6307159066200256
6.32,,0.07166129350662231,1.6493109464645386
6.34,5.476126194000244,,
6.35,,,0.6599304676055908
6.36,,0.06119724363088608,
6.38,,,0.8890430927276611
6.4,,0.022707689553499222,
6.41,,,1.9847815036773682
6.44,5.394011974334717,0.026534413918852806,0.6526204943656921
6.47,,,0.8092362880706787
6.48,,19.194433212280273,
6.5,,,2.329298734664917
6.52,,0.17590230703353882,0.6872220635414124
6.53,3.4869236946105957,,
6.55,,,0.9802768230438232
6.56,,0.021459491923451424,
6.58,,,2.4686620235443115
6.6,,0.3611985146999359,
6.61,,,0.4243369400501251
6.63,2.948718786239624,,
6.64,,71.1884536743164,0.7946975231170654
6.67,,,2.00388765335083
6.68,,6.970524311065674,
6.7,,,0.9522998332977295
6.72,,0.03698725998401642,0.7188236117362976
6.73,10.337294578552246,,
6.75,,,0.6372553706169128
6.76,,3.376823663711548,
6.78,,,0.8112555146217346
6.8,,0.13663965463638306,
6.81,,,1.7961616516113281
6.83,5.498202800750732,,
6.84,,0.12318643927574158,0.9137576818466187
6.87,,,1.543270230293274
6.88,,0.03921964764595032,
6.89,,,0.5576006174087524
6.92,,0.04718781262636185,1.5944325923919678
6.93,10.739437103271484,,
6.95,,,0.9662028551101685
6.96,,38.97635269165039,
6.98,,,0.6303483843803406
7.0,,0.038627829402685165,
7.01,,,1.4152297973632812
7.03,6.308957576751709,,
7.04,,0.03987531363964081,2.1480162143707275
7.07,,,1.6995354890823364
7.08,,43.18067169189453,
7.09,,,1.4326801300048828
7.12,,0.18066275119781494,1.182773232460022
7.13,5.57505464553833,,
7.15,,,0.4109387993812561
7.16,,0.162319615483284,
7.18,,,0.8317301273345947
7.2,,0.04674747958779335,
7.21,,,0.39509710669517517
7.23,5.696747779846191,,
7.24,,0.07255852967500687,1.062355399131775
7.26,,,0.7233372926712036
7.28,,0.03143606334924698,
7.29,,,0.9171056151390076
7.32,,0.017337754368782043,1.2721426486968994
7.33,7.341713905334473,,
7.35,,,0.9177367091178894
7.36,,0.06253669410943985,
7.38,,,0.9588785767555237
7.4,,0.02461259253323078,
7.41,,,0.4974914491176605
7.43,3.8033385276794434,,
7.44,,9.597248077392578,1.8895275592803955
7.46,,,0.9571663737297058
7.48,,0.14810711145401,
7.49,,,0.7839605212211609
7.52,6.880656719207764,0.10989601165056229,0.5187337398529053
7.55,,,1.1251128911972046
7.56,,0.015175963751971722,
7.58,,,1.1121801137924194
7.6,,0.08115880191326141,
7.61,,,0.4054018557071686
7.62,13.758258819580078,,
7.64,,0.008519629016518593,0.6459762454032898
7.66,,,0.7300717830657959
7.68,,0.039865992963314056,
7.69,,,0.6985141634941101
7.72,8.160066604614258,5.130190372467041,0.5011744499206543
7.75,,,1.2113803625106812
7.76,,1.2056840658187866,
7.78,,,0.7042927742004395
7.8,,0.07920464873313904,
7.81,,,0.5617446303367615
7.82,8.9790678024292,,
7.83,,,0.7833589315414429
7.84,,0.02564047835767269,
7.86,,,1.1909431219100952
7.88,,0.027094032615423203,
7.89,,,0.49215757846832275
7.92,5.716868877410889,0.04410756379365921,0.6715498566627502
7.95,,,1.1691195964813232
7.96,,40.957916259765625,
7.98,,,1.5116454362869263
8.0,,0.23221856355667114,
8.01,,,0.8484805226325989
8.02,10.676375389099121,,
8.03,,,0.8805480599403381
8.04,,0.025521105155348778,
8.06,,,0.9969431757926941
8.08,,0.008477853611111641,
8.09,,,0.8559684157371521
8.12,7.013304710388184,0.11957772821187973,0.9933664798736572
8.15,,,1.454039454460144
8.16,,0.024498293176293373,
8.18,,,1.635918140411377
8.2,,0.05034330114722252,
8.21,,,0.7460246086120605
8.22,8.993931770324707,,
8.23,,,1.0459312200546265
8.24,,60.0259895324707,
8.26,,,1.2293758392333984
8.28,,0.008753811940550804,
8.29,,,0.9126898050308228
8.32,7.2131571769714355,2.204303503036499,0.869260847568512
8.35,,,1.1563160419464111
8.36,,0.029654696583747864,
8.38,,,0.5336328148841858
8.4,,0.005080417729914188,1.1305530071258545
8.42,14.378593444824219,,
8.43,,,1.4760968685150146
8.44,,0.010420604608952999,
8.46,,,0.41030704975128174
8.48,,0.009574852883815765,
8.49,,,0.5762759447097778
8.51,1.0053772926330566,,
8.52,,0.01959351822733879,0.7961523532867432
8.55,,,0.5811222791671753
8.56,,0.007556308526545763,
8.58,,,1.0927329063415527
8.6,,0.018641799688339233,1.1141217947006226
8.61,14.526947021484375,,
8.63,,,0.9345507621765137
8.64,,0.26794832944869995,
8.66,,,0.5143426656723022
8.68,,4.9081597328186035,
8.69,,,0.8217796087265015
8.71,14.980931282043457,,
8.72,,0.2541203796863556,0.662391722202301
8.75,,,0.44735172390937805
8.76,,0.021116454154253006,
8.77,,,0.43916863203048706
8.8,,0.24386060237884521,0.8118120431900024
8.81,10.089520454406738,,
8.83,,,0.6184465885162354
8.84,,0.01136845350265503,
8.86,,,0.564660370349884
8.88,,0.013069759123027325,
8.89,,,1.1392145156860352
8.91,16.814868927001953,,
8.92,,0.23609478771686554,0.7908701300621033
8.95,,,6.657798767089844
8.96,,0.009908730164170265,
8.97,,,0.8481155037879944
9.0,,0.008833900094032288,0.7714303135871887
9.01,14.701727867126465,,
9.03,,,0.6816582679748535
9.04,,0.0247037373483181,
9.06,,,0.6886900067329407
9.08,,0.010196723975241184,
9.09,,,0.6505151391029358
9.11,4.85139274597168,,
9.12,,0.008404884487390518,0.9145315289497375
9.15,,,0.6738506555557251
9.16,,0.007211022544652224,
9.17,,,0.5751758813858032
9.2,,0.006899959407746792,0.8101558685302734
9.21,17.434181213378906,,
9.23,,,1.0988894701004028
9.24,,0.01831253618001938,
9.26,,,0.8481594920158386
9.28,,0.004696972668170929,
9.29,,,1.0457708835601807
9.31,9.083613395690918,,
9.32,,0.012119773775339127,0.9641233086585999
9.34,,,1.414671540260315
9.36,,0.004461158998310566,
9.37,,,0.4920346438884735
9.4,,0.06850335001945496,0.561551570892334
9.41,3.3182575702667236,,
9.43,,,1.8460363149642944
9.44,,0.011863541789352894,
9.46,,,0.6634454131126404
9.48,,0.011504443362355232,
9.49,,,1.2283179759979248
9.5,2.8425745964050293,,
9.52,,0.0065244995057582855,0.6624937057495117
9.54,,,0.41126367449760437
9.56,,0.0075049321167171,
9.57,,,2.570026159286499
9.6,7.839995861053467,0.019605081528425217,1.078191876411438
9.63,,,0.7594295144081116
9.64,,0.027103623375296593,
9.66,,,1.6063270568847656
9.68,,0.007827321998775005,
9.69,,,1.0636261701583862
9.7,0.8318094611167908,,
9.72,,0.005943553987890482,1.0067399740219116
9.74,,,0.8509654998779297
9.76,,0.032621171325445175,
9.77,,,0.6578022241592407
9.8,5.995541095733643,0.008307223208248615,0.7179170250892639
9.83,,,1.1350356340408325
9.84,,0.00512410793453455,
9.86,,,0.3988626003265381
9.88,,0.014003857970237732,
9.89,,,0.9815289378166199
9.9,12.761670112609863,,
9.91,,,0.8743899464607239
9.92,,0.0073361871764063835,
9.94,,,0.6467947959899902
9.96,,0.010063180699944496,
9.97,,,0.6010695695877075
10.0,22.831396102905273,0.02671114355325699,4.231815338134766
